campaign_id,date,campaign_name,channel,city,audience_segment,objective,spend_aud,impressions,clicks,leads,conversions,revenue_aud,customer_rating,ctr_pct,cpc_aud,conversion_rate_pct,cpa_aud,roas,aov_aud,year_week
CMP-0349,2025-05-28,Festival Push - Influencer,Influencer,Mumbai,Premium Experience Seekers,Ticket Sales,918.39,21215,696,119,8,1667.76,3.92,3.2806976196087674,1.3195258620689656,1.1494252873563218,114.79875,1.8159605396400222,208.47,2025-21
CMP-0467,2025-05-28,Early Bird - Influencer,Influencer,Mumbai,Corporate Buyers,Sponsorship,620.64,10326,321,76,6,1385.93,4.38,3.1086577571179546,1.9334579439252335,1.8691588785046727,103.44,2.2330658674916215,230.98833333333334,2025-21
CMP-0480,2025-06-01,Summer Launch - Email,Email,Bangalore,Families,Retargeting,392.29,10163,997,211,46,6482.67,4.37,9.810095444258584,0.39347041123370113,4.613841524573721,8.52804347826087,16.525198195212724,140.92760869565217,2025-22
CMP-0168,2025-06-02,VIP Upgrade - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,Ticket Sales,1866.29,34957,463,65,12,4524.87,4.6,1.3244843665074235,4.030863930885529,2.591792656587473,155.52416666666667,2.4245267348589983,377.0725,2025-22
CMP-0282,2025-06-03,Festival Push - Google Search,Google Search,Bangalore,Corporate Buyers,Ticket Sales,891.19,21449,1208,161,55,26931.28,4.55,5.631964194134924,0.7377400662251656,4.5529801324503305,16.203454545454548,30.219459374544147,489.65963636363637,2025-22
CMP-0096,2025-06-04,Festival Push - Google Search,Google Search,Delhi,Premium Experience Seekers,Awareness,1041.37,20862,1240,231,16,7068.13,4.75,5.943821301888601,0.8398145161290321,1.2903225806451613,65.085625,6.787337833815071,441.758125,2025-22
CMP-0125,2025-06-04,Student Offer - Retargeting,Retargeting,Sydney,Young Professionals,Ticket Sales,946.79,19622,1164,243,72,18236.68,4.46,5.932117011517684,0.8133934707903779,6.185567010309279,13.149861111111111,19.26158915915884,253.28722222222223,2025-22
CMP-0375,2025-06-05,Weekend Boost - Email,Email,Melbourne,Premium Experience Seekers,Awareness,355.28,6555,686,117,16,3137.62,4.69,10.465293668954995,0.5179008746355684,2.3323615160349855,22.205,8.831400585453727,196.10125,2025-22
CMP-0293,2025-06-08,Early Bird - Email,Email,Melbourne,Corporate Buyers,Lead Generation,288.8,6658,798,165,17,3782.71,4.29,11.985581255632322,0.3619047619047619,2.1303258145363406,16.988235294117647,13.098026315789474,222.51235294117646,2025-23
CMP-0430,2025-06-09,Last Mile Sales - Email,Email,Brisbane,Music Enthusiasts,Ticket Sales,280.07,3268,304,54,11,3267.71,4.63,9.30232558139535,0.9212828947368421,3.618421052631579,25.46090909090909,11.66747598814582,297.06454545454545,2025-23
CMP-0091,2025-06-10,Last Mile Sales - Email,Email,Sydney,Music Enthusiasts,Ticket Sales,363.47,6501,597,128,22,5257.6,4.44,9.183202584217813,0.6088274706867672,3.6850921273031827,16.52136363636364,14.46501774561862,238.9818181818182,2025-23
CMP-0408,2025-06-10,Festival Push - Email,Email,Mumbai,Corporate Buyers,Ticket Sales,335.23,6387,487,104,22,4650.46,4.25,7.624863002974792,0.6883572895277208,4.517453798767967,15.237727272727273,13.87244578349193,211.38454545454545,2025-23
CMP-0482,2025-06-11,Corporate Outreach - Sponsorship,Sponsorship,Bangalore,Music Enthusiasts,Awareness,1156.82,21958,227,39,2,1251.21,4.32,1.0337917843155113,5.0961233480176205,0.881057268722467,578.41,1.081594370775056,625.605,2025-23
CMP-0396,2025-06-13,Weekend Boost - Meta Ads,Meta Ads,Melbourne,Young Professionals,Ticket Sales,1005.05,23938,740,129,13,1603.79,3.83,3.091319241373548,1.3581756756756755,1.7567567567567568,77.31153846153846,1.595731555643998,123.36846153846153,2025-23
CMP-0045,2025-06-14,Last Mile Sales - Google Search,Google Search,Sydney,Families,Retargeting,1054.15,23044,861,146,29,6273.37,4.48,3.7363304981773995,1.2243321718931477,3.368176538908246,36.35,5.951117013707726,216.32310344827584,2025-23
CMP-0110,2025-06-14,Early Bird - Retargeting,Retargeting,Sydney,Students,Lead Generation,968.8,16287,1219,188,39,7672.95,4.19,7.484496837968932,0.7947497949138638,3.199343724364233,24.84102564102564,7.920055739058629,196.7423076923077,2025-23
CMP-0058,2025-06-15,Early Bird - Google Search,Google Search,Melbourne,Students,Awareness,1312.09,32605,1596,192,30,4830.44,4.08,4.894954761539641,0.8221115288220551,1.8796992481203008,43.73633333333333,3.681485263968173,161.01466666666664,2025-24
CMP-0518,2025-06-15,VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,Ticket Sales,994.1,18578,486,89,13,3235.0,4.22,2.615997416298848,2.0454732510288065,2.674897119341564,76.46923076923078,3.2541997786942964,248.84615384615384,2025-24
CMP-0179,2025-06-17,Early Bird - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Ticket Sales,601.56,9638,291,57,5,933.28,4.47,3.019298609670056,2.067216494845361,1.718213058419244,120.31199999999998,1.5514329410200147,186.656,2025-24
CMP-0384,2025-06-17,VIP Upgrade - Meta Ads,Meta Ads,Delhi,Young Professionals,Retargeting,943.68,17090,351,87,6,1324.03,3.96,2.0538326506729083,2.6885470085470082,1.7094017094017095,157.28,1.4030497626314005,220.67166666666665,2025-24
CMP-0446,2025-06-17,Early Bird - Meta Ads,Meta Ads,Melbourne,Students,Awareness,804.77,16416,425,87,6,714.79,3.94,2.5889376218323585,1.8935764705882352,1.411764705882353,134.12833333333333,0.8881916572436845,119.13166666666666,2025-24
CMP-0086,2025-06-18,Corporate Outreach - Retargeting,Retargeting,Sydney,Premium Experience Seekers,Ticket Sales,601.49,8620,660,129,20,6115.93,4.46,7.65661252900232,0.9113484848484849,3.0303030303030303,30.0745,10.16796621722722,305.79650000000004,2025-24
CMP-0134,2025-06-18,Early Bird - Retargeting,Retargeting,Mumbai,Young Professionals,Sponsorship,908.2,17544,766,154,47,11114.08,4.54,4.366165070679435,1.1856396866840733,6.135770234986945,19.32340425531915,12.237480731116493,236.46978723404254,2025-24
CMP-0386,2025-06-18,Student Offer - Google Search,Google Search,Sydney,Premium Experience Seekers,Ticket Sales,1233.03,22364,1019,238,32,14243.41,4.01,4.556429976748346,1.2100392541707556,3.140333660451423,38.5321875,11.55155186816217,445.1065625,2025-24
CMP-0226,2025-06-19,Festival Push - Email,Email,Brisbane,Corporate Buyers,Ticket Sales,433.46,11048,835,178,28,7056.86,4.36,7.557929036929761,0.5191137724550898,3.3532934131736525,15.480714285714285,16.280302680754858,252.03071428571428,2025-24
CMP-0416,2025-06-19,Weekend Boost - Google Search,Google Search,Melbourne,Young Professionals,Retargeting,1233.29,23330,1188,209,40,10146.25,4.29,5.092156022288898,1.0381228956228956,3.3670033670033668,30.83225,8.226978245181588,253.65625,2025-24
CMP-0232,2025-06-20,Summer Launch - Meta Ads,Meta Ads,Delhi,Premium Experience Seekers,Ticket Sales,937.08,24890,609,115,15,3023.84,3.54,2.4467657693852956,1.5387192118226602,2.4630541871921183,62.472,3.2268749733213813,201.58933333333334,2025-24
CMP-0304,2025-06-21,Corporate Outreach - Retargeting,Retargeting,Melbourne,Music Enthusiasts,Lead Generation,773.57,21857,1932,219,104,29826.03,3.66,8.839273459303655,0.4003985507246377,5.383022774327122,7.438173076923078,38.556342670992926,286.78875,2025-24
CMP-0363,2025-06-21,Last Mile Sales - Email,Email,Melbourne,Music Enthusiasts,Awareness,338.07,5396,523,91,25,5393.34,4.07,9.69236471460341,0.6464053537284895,4.780114722753346,13.5228,15.953323276244566,215.7336,2025-24
CMP-0503,2025-06-21,Early Bird - Influencer,Influencer,Bangalore,Families,Sponsorship,766.88,19542,610,102,5,1039.02,4.43,3.1214819363422373,1.2571803278688525,0.819672131147541,153.376,1.3548664719382433,207.804,2025-24
CMP-0146,2025-06-22,Corporate Outreach - Retargeting,Retargeting,Sydney,Music Enthusiasts,Ticket Sales,906.84,15611,1153,207,62,12477.37,4.17,7.385817692652617,0.7865047701647876,5.377276669557675,14.626451612903226,13.759174716598297,201.24790322580645,2025-25
CMP-0413,2025-06-22,Corporate Outreach - Email,Email,Brisbane,Corporate Buyers,Lead Generation,371.55,8058,694,105,21,5386.51,4.0,8.612558947629685,0.5353746397694524,3.025936599423631,17.692857142857143,14.497402772170636,256.5004761904762,2025-25
CMP-0105,2025-06-23,VIP Upgrade - Retargeting,Retargeting,Brisbane,Music Enthusiasts,Retargeting,1048.19,29183,1613,238,93,16966.45,3.74,5.527190487612652,0.6498388096714197,5.765654060756355,11.270860215053764,16.186426125034583,182.43494623655914,2025-25
CMP-0251,2025-06-23,Corporate Outreach - Google Search,Google Search,Bangalore,Young Professionals,Ticket Sales,869.87,13022,739,172,26,7745.7,3.55,5.6750115189679,1.1770906630581868,3.5182679296346415,33.456538461538464,8.904433995884443,297.91153846153844,2025-25
CMP-0267,2025-06-23,Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Families,Ticket Sales,735.84,13267,371,61,8,1485.21,4.51,2.7964121504484813,1.9833962264150944,2.15633423180593,91.98,2.0183871493803,185.65125,2025-25
CMP-0435,2025-06-23,Festival Push - Email,Email,Mumbai,Families,Ticket Sales,129.6,2907,223,34,10,1663.2,4.03,7.671138630890953,0.5811659192825112,4.484304932735426,12.959999999999999,12.833333333333334,166.32,2025-25
CMP-0165,2025-06-25,Summer Launch - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,Lead Generation,1007.84,12062,341,48,5,704.46,4.39,2.827060189023379,2.955542521994135,1.466275659824047,201.568,0.6989799968248929,140.892,2025-25
CMP-0317,2025-06-26,Early Bird - Sponsorship,Sponsorship,Sydney,Young Professionals,Awareness,697.79,16361,357,55,4,1871.11,4.31,2.182018214045596,1.9545938375350138,1.1204481792717087,174.4475,2.681480101463191,467.7775,2025-25
CMP-0422,2025-06-27,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Sydney,Young Professionals,Lead Generation,697.79,12369,171,31,1,387.31,4.19,1.3824884792626728,4.080643274853801,0.5847953216374269,697.79,0.5550523796557704,387.31,2025-25
CMP-0409,2025-06-28,Summer Launch - Google Search,Google Search,Sydney,Premium Experience Seekers,Awareness,682.03,12662,725,112,22,9145.15,4.66,5.725793713473385,0.9407310344827586,3.0344827586206895,31.001363636363635,13.408721024001876,415.68863636363636,2025-25
CMP-0098,2025-06-29,Festival Push - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,Sponsorship,914.02,18653,510,112,10,2670.99,3.85,2.7341446416126094,1.7921960784313724,1.9607843137254901,91.402,2.9222445898339204,267.099,2025-26
CMP-0003,2025-07-01,Festival Push - Retargeting,Retargeting,Delhi,Music Enthusiasts,Ticket Sales,758.58,16478,1620,268,62,12104.05,4.42,9.83129020512198,0.46825925925925926,3.8271604938271606,12.235161290322582,15.956194468612406,195.2266129032258,2025-26
CMP-0126,2025-07-01,Weekend Boost - Retargeting,Retargeting,Melbourne,Young Professionals,Awareness,725.12,14260,932,71,19,5243.88,3.97,6.535764375876578,0.7780257510729613,2.03862660944206,38.16421052631579,7.231740953221536,275.99368421052634,2025-26
CMP-0187,2025-07-01,Last Mile Sales - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,Sponsorship,1125.68,20930,393,82,9,6132.69,4.17,1.877687529861443,2.8643256997455473,2.2900763358778624,125.07555555555557,5.447986994527751,681.41,2025-26
CMP-0231,2025-07-01,Last Mile Sales - Retargeting,Retargeting,Sydney,Students,Retargeting,810.94,20135,1344,231,83,12156.06,4.41,6.674944127141792,0.6033779761904763,6.175595238095238,9.770361445783132,14.990085579697633,146.45855421686747,2025-26
CMP-0175,2025-07-03,Early Bird - Email,Email,Delhi,Premium Experience Seekers,Sponsorship,272.44,7861,664,104,31,8130.34,3.71,8.446762498409871,0.4103012048192771,4.66867469879518,8.788387096774194,29.842680957274997,262.2690322580645,2025-26
CMP-0186,2025-07-03,Corporate Outreach - Retargeting,Retargeting,Sydney,Corporate Buyers,Lead Generation,525.94,10661,753,140,45,10937.08,4.35,7.063127286370885,0.6984594953519258,5.9760956175298805,11.687555555555557,20.795299844088678,243.0462222222222,2025-26
CMP-0024,2025-07-04,Last Mile Sales - Influencer,Influencer,Sydney,Young Professionals,Lead Generation,760.02,13006,426,75,6,1831.82,4.34,3.2754113486083347,1.7840845070422535,1.4084507042253522,126.67,2.410226046682982,305.30333333333334,2025-26
CMP-0075,2025-07-04,Weekend Boost - Email,Email,Sydney,Students,Retargeting,401.41,8078,780,140,39,6119.73,3.52,9.65585540975489,0.5146282051282052,5.0,10.292564102564103,15.245584315288605,156.91615384615383,2025-26
CMP-0404,2025-07-04,Summer Launch - Google Search,Google Search,Sydney,Young Professionals,Ticket Sales,1231.07,27366,1393,259,32,10883.34,3.8,5.0902579843601545,0.8837544867193108,2.297200287150036,38.4709375,8.840553339777593,340.104375,2025-26
CMP-0088,2025-07-05,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Ticket Sales,1015.88,23664,632,97,8,1956.23,4.2,2.6707234617985125,1.6074050632911392,1.2658227848101267,126.985,1.9256506674016616,244.52875,2025-26
CMP-0372,2025-07-06,Student Offer - Google Search,Google Search,Melbourne,Music Enthusiasts,Awareness,1474.27,29669,1307,187,20,5961.77,4.19,4.4052714955003545,1.1279801071155318,1.5302218821729152,73.7135,4.043879343675175,298.0885,2025-27
CMP-0217,2025-07-07,Weekend Boost - Sponsorship,Sponsorship,Bangalore,Families,Ticket Sales,1336.29,36435,551,103,11,4453.51,4.16,1.51228214628791,2.425208711433757,1.9963702359346642,121.4809090909091,3.3327421442950262,404.86454545454546,2025-27
CMP-0434,2025-07-07,Early Bird - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,Retargeting,1498.45,38270,1099,196,27,7234.6,3.91,2.8717010713352495,1.363466787989081,2.4567788898999092,55.49814814814815,4.828055657512763,267.94814814814816,2025-27
CMP-0412,2025-07-08,Festival Push - Email,Email,Sydney,Music Enthusiasts,Ticket Sales,253.42,4945,484,99,20,5023.87,4.2,9.787664307381192,0.523595041322314,4.132231404958678,12.671,19.824283797648174,251.1935,2025-27
CMP-0163,2025-07-09,Student Offer - Email,Email,Melbourne,Students,Awareness,378.74,5931,684,147,19,2820.81,4.13,11.532625189681335,0.5537134502923977,2.7777777777777777,19.933684210526316,7.447879812008238,148.4636842105263,2025-27
CMP-0167,2025-07-09,Summer Launch - Google Search,Google Search,Mumbai,Families,Retargeting,1261.33,25969,1236,241,31,7602.17,4.39,4.759520967307173,1.0204935275080906,2.5080906148867315,40.68806451612903,6.0271063084204775,245.23129032258063,2025-27
CMP-0497,2025-07-09,Weekend Boost - Sponsorship,Sponsorship,Bangalore,Families,Retargeting,1342.68,28390,603,106,14,5558.61,3.97,2.12398731947869,2.2266666666666666,2.321724709784411,95.9057142857143,4.139936544820806,397.0435714285714,2025-27
CMP-0152,2025-07-10,VIP Upgrade - Email,Email,Mumbai,Students,Ticket Sales,190.8,3421,366,48,14,1646.69,4.24,10.698626132709734,0.5213114754098361,3.825136612021858,13.62857142857143,8.630450733752621,117.62071428571429,2025-27
CMP-0223,2025-07-10,VIP Upgrade - Retargeting,Retargeting,Mumbai,Corporate Buyers,Ticket Sales,671.33,12118,812,203,22,6707.89,3.61,6.700775705561974,0.8267610837438424,2.70935960591133,30.515,9.991941370116038,304.90409090909094,2025-27
CMP-0079,2025-07-11,Student Offer - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1111.4,15401,444,81,8,1637.66,3.98,2.8829296798909163,2.5031531531531535,1.8018018018018018,138.925,1.4735108871693359,204.7075,2025-27
CMP-0423,2025-07-12,Corporate Outreach - Google Search,Google Search,Sydney,Premium Experience Seekers,Ticket Sales,767.66,13907,635,146,17,6900.67,3.97,4.566045876177465,1.2089133858267715,2.677165354330709,45.156470588235294,8.98922700153714,405.92176470588237,2025-27
CMP-0057,2025-07-14,Early Bird - Sponsorship,Sponsorship,Mumbai,Families,Ticket Sales,1699.79,22228,411,68,11,4379.5,4.78,1.8490192549937015,4.135742092457421,2.67639902676399,154.52636363636364,2.5764947434683108,398.1363636363636,2025-28
CMP-0129,2025-07-14,Corporate Outreach - Sponsorship,Sponsorship,Brisbane,Students,Ticket Sales,732.35,14967,323,57,2,722.74,4.14,2.1580811117792473,2.26733746130031,0.6191950464396285,366.175,0.9868778589472247,361.37,2025-28
CMP-0305,2025-07-15,Student Offer - Email,Email,Sydney,Students,Ticket Sales,128.48,2455,272,49,10,1715.77,4.54,11.079429735234216,0.47235294117647053,3.6764705882352944,12.847999999999999,13.354374221668744,171.577,2025-28
CMP-0312,2025-07-15,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Families,Sponsorship,1364.11,29518,586,88,16,6789.21,3.76,1.9852293515820856,2.327832764505119,2.7303754266211606,85.256875,4.977025313207879,424.325625,2025-28
CMP-0356,2025-07-16,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,Lead Generation,1043.64,23851,369,65,4,2381.07,3.97,1.5471049431889647,2.8282926829268296,1.084010840108401,260.91,2.2815051167069105,595.2675,2025-28
CMP-0433,2025-07-16,Weekend Boost - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Awareness,874.13,15145,427,51,5,979.47,4.33,2.819412347309343,2.047142857142857,1.1709601873536302,174.826,1.1205083912003935,195.894,2025-28
CMP-0013,2025-07-17,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Brisbane,Corporate Buyers,Ticket Sales,902.97,15123,195,30,2,1191.06,4.25,1.2894267010513787,4.630615384615385,1.0256410256410255,451.485,1.3190471444234027,595.53,2025-28
CMP-0268,2025-07-17,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Awareness,822.18,14959,166,27,1,276.11,4.09,1.109699846246407,4.95289156626506,0.6024096385542169,822.18,0.3358267046145613,276.11,2025-28
CMP-0284,2025-07-19,Weekend Boost - Google Search,Google Search,Mumbai,Students,Retargeting,1634.06,37526,2270,317,93,15178.78,4.29,6.049139263444013,0.7198502202643171,4.096916299559472,17.570537634408602,9.288997956011407,163.21268817204302,2025-28
CMP-0219,2025-07-20,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Bangalore,Music Enthusiasts,Lead Generation,970.08,20367,336,66,5,2510.35,4.73,1.6497275003682428,2.8871428571428575,1.488095238095238,194.01600000000002,2.587776265874979,502.07,2025-29
CMP-0256,2025-07-20,Last Mile Sales - Google Search,Google Search,Melbourne,Families,Awareness,1328.5,19805,910,142,21,5446.2,4.3,4.594799293107801,1.4598901098901098,2.307692307692308,63.26190476190476,4.099510726383139,259.34285714285716,2025-29
CMP-0285,2025-07-20,Corporate Outreach - Google Search,Google Search,Sydney,Music Enthusiasts,Sponsorship,1555.32,32262,2024,361,46,15851.89,4.07,6.273634616576778,0.7684387351778655,2.272727272727273,33.81130434782609,10.192044080960832,344.6063043478261,2025-29
CMP-0052,2025-07-21,Corporate Outreach - Google Search,Google Search,Bangalore,Families,Ticket Sales,1332.41,35234,1429,269,73,10247.24,3.75,4.055741613214509,0.9324072778166551,5.108467459762071,18.252191780821917,7.690755848425034,140.37315068493152,2025-29
CMP-0069,2025-07-21,Summer Launch - Email,Email,Mumbai,Young Professionals,Awareness,400.12,8020,770,139,17,2447.88,4.15,9.600997506234414,0.5196363636363637,2.207792207792208,23.536470588235293,6.117864640607817,143.9929411764706,2025-29
CMP-0085,2025-07-21,Corporate Outreach - Retargeting,Retargeting,Sydney,Young Professionals,Awareness,631.29,10751,890,161,24,5189.47,4.28,8.278299693051808,0.709314606741573,2.696629213483146,26.303749999999997,8.220421676250218,216.2279166666667,2025-29
CMP-0298,2025-07-21,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Brisbane,Young Professionals,Ticket Sales,778.79,9787,124,24,1,327.81,4.57,1.2669868192500255,6.280564516129032,0.8064516129032258,778.79,0.42092219982280205,327.81,2025-29
CMP-0507,2025-07-21,Summer Launch - Google Search,Google Search,Mumbai,Families,Ticket Sales,1309.72,33059,1533,261,28,4565.98,4.02,4.637163858555915,0.8543509458577951,1.82648401826484,46.77571428571429,3.4862260635861095,163.07071428571427,2025-29
CMP-0154,2025-07-22,Early Bird - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Lead Generation,1449.21,42129,926,168,7,1245.21,3.98,2.1980108713712645,1.5650215982721383,0.755939524838013,207.03,0.8592336514376798,177.88714285714286,2025-29
CMP-0162,2025-07-22,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Sponsorship,749.55,16974,210,39,3,1115.72,4.37,1.2371862849063273,3.569285714285714,1.4285714285714286,249.85,1.4885197785337871,371.9066666666667,2025-29
CMP-0211,2025-07-22,Weekend Boost - Google Search,Google Search,Sydney,Premium Experience Seekers,Retargeting,934.64,24583,886,114,38,17166.27,3.94,3.6041166659886916,1.05489841986456,4.288939051918736,24.59578947368421,18.366718736625867,451.74394736842106,2025-29
CMP-0411,2025-07-23,VIP Upgrade - Google Search,Google Search,Melbourne,Corporate Buyers,Retargeting,1031.87,18072,829,128,19,4178.68,4.13,4.587206728640992,1.2447165259348612,2.2919179734620023,54.308947368421045,4.049618653512556,219.93052631578948,2025-29
CMP-0296,2025-07-24,Student Offer - Meta Ads,Meta Ads,Delhi,Young Professionals,Ticket Sales,977.73,17175,515,87,6,1125.46,4.28,2.9985443959243083,1.898504854368932,1.1650485436893203,162.955,1.1510948830454215,187.57666666666668,2025-29
CMP-0508,2025-07-24,Early Bird - Google Search,Google Search,Bangalore,Young Professionals,Lead Generation,995.21,25376,1587,287,37,12213.13,3.85,6.253940731399747,0.6271014492753624,2.3314429741650917,26.89756756756757,12.271912460686687,330.0845945945946,2025-29
CMP-0104,2025-07-25,VIP Upgrade - Meta Ads,Meta Ads,Brisbane,Families,Lead Generation,760.42,17133,461,60,4,719.53,4.41,2.6907138271172593,1.6495010845986984,0.8676789587852495,190.105,0.9462270850319561,179.8825,2025-29
CMP-0278,2025-07-25,Last Mile Sales - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Retargeting,809.97,13226,280,60,6,1806.99,4.21,2.1170421896264933,2.89275,2.142857142857143,134.995,2.23093447905478,301.165,2025-29
CMP-0229,2025-07-26,VIP Upgrade - Google Search,Google Search,Bangalore,Corporate Buyers,Ticket Sales,1112.72,13989,638,114,27,7360.12,4.78,4.560726284938166,1.744075235109718,4.231974921630094,41.211851851851854,6.614530160327845,272.597037037037,2025-29
CMP-0113,2025-07-27,VIP Upgrade - Retargeting,Retargeting,Brisbane,Young Professionals,Awareness,427.45,8509,822,171,20,4000.29,4.06,9.660359619226702,0.5200121654501216,2.4330900243309004,21.3725,9.358498069949702,200.0145,2025-30
CMP-0517,2025-07-27,Festival Push - Sponsorship,Sponsorship,Mumbai,Music Enthusiasts,Awareness,1354.67,31583,743,185,10,5366.14,4.12,2.3525314251337743,1.8232436069986542,1.3458950201884252,135.467,3.961215646615043,536.614,2025-30
CMP-0161,2025-07-30,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Students,Ticket Sales,909.01,23555,532,84,7,1267.24,3.68,2.2585438335809807,1.7086654135338346,1.3157894736842104,129.85857142857142,1.3940880738385717,181.03428571428572,2025-30
CMP-0380,2025-07-30,Corporate Outreach - Retargeting,Retargeting,Delhi,Young Professionals,Lead Generation,453.07,11831,994,199,26,5948.37,4.04,8.401656664694448,0.45580482897384306,2.61569416498994,17.42576923076923,13.129030834087448,228.78346153846152,2025-30
CMP-0447,2025-07-30,Last Mile Sales - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,Ticket Sales,979.68,21589,556,121,15,2548.31,3.84,2.5753856130436796,1.7620143884892085,2.697841726618705,65.312,2.6011656867548587,169.88733333333332,2025-30
CMP-0333,2025-07-31,Last Mile Sales - Influencer,Influencer,Brisbane,Young Professionals,Awareness,535.4,12505,384,64,1,215.79,4.31,3.0707716913234706,1.3942708333333333,0.26041666666666663,535.4,0.40304445274561074,215.79,2025-30
CMP-0012,2025-08-01,Last Mile Sales - Email,Email,Melbourne,Families,Retargeting,196.65,4432,391,50,14,2357.09,4.49,8.822202166064983,0.5029411764705882,3.580562659846547,14.046428571428573,11.986219171116197,168.36357142857145,2025-30
CMP-0454,2025-08-01,Last Mile Sales - Retargeting,Retargeting,Bangalore,Young Professionals,Sponsorship,497.88,14059,964,244,80,10928.74,3.97,6.856817696848994,0.5164730290456432,8.29875518672199,6.2235,21.950550333413673,136.60925,2025-30
CMP-0382,2025-08-02,Corporate Outreach - Email,Email,Sydney,Corporate Buyers,Awareness,227.96,3874,410,68,9,3018.08,4.32,10.583376355188436,0.556,2.195121951219512,25.32888888888889,13.239515704509563,335.34222222222223,2025-30
CMP-0455,2025-08-02,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Retargeting,684.41,14315,429,77,8,1527.35,4.24,2.996856444289207,1.5953613053613054,1.8648018648018647,85.55125,2.2316301632062654,190.91875,2025-30
CMP-0244,2025-08-03,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Music Enthusiasts,Lead Generation,1090.72,23493,334,60,3,1093.85,4.04,1.4217000808751543,3.26562874251497,0.8982035928143712,363.5733333333333,1.0028696640751062,364.6166666666666,2025-31
CMP-0056,2025-08-04,Corporate Outreach - Meta Ads,Meta Ads,Delhi,Families,Lead Generation,894.8,16871,439,61,6,1114.28,3.68,2.6020982751467017,2.038268792710706,1.366742596810934,149.13333333333333,1.2452838623156013,185.71333333333334,2025-31
CMP-0442,2025-08-04,Weekend Boost - Google Search,Google Search,Melbourne,Premium Experience Seekers,Lead Generation,1499.57,25365,926,130,23,6550.63,4.33,3.6506997831657797,1.6194060475161987,2.4838012958963285,65.19869565217391,4.3683389238248305,284.81,2025-31
CMP-0039,2025-08-05,Festival Push - Google Search,Google Search,Melbourne,Music Enthusiasts,Retargeting,1399.76,26935,1483,285,68,17868.2,3.68,5.505847410432523,0.9438705327039785,4.585300067430883,20.584705882352942,12.76518831799737,262.7676470588235,2025-31
CMP-0259,2025-08-05,VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Sponsorship,700.63,15501,427,79,13,2322.92,4.19,2.7546609896135736,1.6408196721311474,3.0444964871194378,53.894615384615385,3.3154732169618772,178.68615384615384,2025-31
CMP-0156,2025-08-08,Corporate Outreach - Retargeting,Retargeting,Brisbane,Young Professionals,Ticket Sales,958.43,22270,1608,152,49,12490.07,4.62,7.220475976650202,0.5960385572139303,3.0472636815920398,19.559795918367346,13.03180200953643,254.89938775510203,2025-31
CMP-0301,2025-08-08,Early Bird - Sponsorship,Sponsorship,Bangalore,Corporate Buyers,Retargeting,798.35,20448,345,63,5,3438.79,3.97,1.687206572769953,2.314057971014493,1.4492753623188406,159.67000000000002,4.307371453623097,687.758,2025-31
CMP-0248,2025-08-11,Corporate Outreach - Google Search,Google Search,Mumbai,Families,Ticket Sales,2122.87,34685,2121,453,48,11732.56,4.16,6.115035317860746,1.000881659594531,2.263083451202263,44.22645833333333,5.526744454441393,244.4283333333333,2025-32
CMP-0033,2025-08-12,Last Mile Sales - Influencer,Influencer,Brisbane,Premium Experience Seekers,Sponsorship,762.43,19301,690,144,9,4058.13,4.13,3.5749443034039685,1.1049710144927536,1.3043478260869565,84.71444444444444,5.32262633946723,450.90333333333336,2025-32
CMP-0127,2025-08-12,Festival Push - Google Search,Google Search,Bangalore,Young Professionals,Ticket Sales,2064.02,53800,2643,420,85,25013.99,4.16,4.912639405204461,0.7809383276579644,3.216042376087779,24.282588235294117,12.119063768761931,294.28223529411764,2025-32
