campaign_name,channel,city,audience_segment,spend_aud,revenue_aud,impressions,clicks,leads,conversions,ctr_pct,conversion_rate_pct,cpa_aud,roas,aov_aud
Early Bird - LinkedIn Ads,LinkedIn Ads,Bangalore,Students,905.14,1791.31,19763,294,60,5,1.4876283964985073,1.7006802721088436,181.028,1.9790419161676647,358.262
Corporate Outreach - Influencer,Influencer,Melbourne,Young Professionals,1328.55,1778.54,25170,575,89,7,2.284465633690902,1.2173913043478262,189.79285714285714,1.3387076135636597,254.07714285714286
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,943.25,1762.27,21989,291,53,3,1.3233889672108783,1.0309278350515463,314.4166666666667,1.8682957858468063,587.4233333333333
VIP Upgrade - Email,Email,Delhi,Families,314.1,1747.27,5573,450,87,12,8.074645612775884,2.666666666666667,26.175,5.562782553326966,145.60583333333332
Corporate Outreach - Influencer,Influencer,Melbourne,Corporate Buyers,703.01,1743.26,12441,400,77,5,3.2151756289687325,1.25,140.602,2.4797086812420877,348.652
VIP Upgrade - Influencer,Influencer,Delhi,Music Enthusiasts,789.07,1720.47,19658,610,107,9,3.1030623664665784,1.4754098360655739,87.67444444444445,2.1803768993878867,191.16333333333333
Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,671.8,1719.97,14294,295,56,5,2.063802994263327,1.694915254237288,134.35999999999999,2.56024114319738,343.994
Early Bird - Meta Ads,Meta Ads,Delhi,Corporate Buyers,828.52,1719.1,16056,539,124,7,3.3570004982561032,1.2987012987012987,118.36,2.0749046492540915,245.58571428571426
Student Offer - Email,Email,Sydney,Students,128.48,1715.77,2455,272,49,10,11.079429735234216,3.6764705882352944,12.847999999999999,13.354374221668744,171.577
Last Mile Sales - Meta Ads,Meta Ads,Delhi,Young Professionals,1165.39,1695.5,25919,667,133,9,2.5734017516107874,1.3493253373313343,129.48777777777778,1.454877766241344,188.38888888888889
Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Premium Experience Seekers,756.95,1691.37,17564,252,56,3,1.4347529036665907,1.1904761904761905,252.3166666666667,2.2344540590527773,563.79
Weekend Boost - LinkedIn Ads,LinkedIn Ads,Mumbai,Families,2152.1,1681.1200000000001,38964,491,100,6,1.2601375628785545,1.2219959266802443,358.68333333333334,0.7811532921332652,280.18666666666667
Festival Push - Email,Email,Mumbai,Families,129.6,1663.2,2907,223,34,10,7.671138630890953,4.484304932735426,12.959999999999999,12.833333333333334,166.32
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Bangalore,Young Professionals,842.08,1658.05,19831,333,55,4,1.6791891483031618,1.2012012012012012,210.52,1.968993444803344,414.5125
VIP Upgrade - Email,Email,Mumbai,Students,190.8,1646.69,3421,366,48,14,10.698626132709734,3.825136612021858,13.62857142857143,8.630450733752621,117.62071428571429
Festival Push - Meta Ads,Meta Ads,Brisbane,Families,1160.96,1624.03,21376,588,121,8,2.750748502994012,1.3605442176870748,145.12,1.398868178059537,203.00375
Weekend Boost - Meta Ads,Meta Ads,Melbourne,Young Professionals,1005.05,1603.79,23938,740,129,13,3.091319241373548,1.7567567567567568,77.31153846153846,1.595731555643998,123.36846153846153
Early Bird - Meta Ads,Meta Ads,Delhi,Students,1322.91,1566.95,29820,912,184,17,3.058350100603622,1.8640350877192982,77.81823529411766,1.1844721107255973,92.1735294117647
Festival Push - Meta Ads,Meta Ads,Bangalore,Students,931.0,1566.0,20843,548,93,9,2.6291800604519504,1.6423357664233578,103.44444444444444,1.682062298603652,174.0
Festival Push - Email,Email,Sydney,Families,255.86,1563.85,5219,350,64,11,6.706265568116497,3.1428571428571432,23.26,6.11213163448761,142.1681818181818
Festival Push - Sponsorship,Sponsorship,Mumbai,Families,1521.97,1540.35,32212,733,163,4,2.2755494846641007,0.5457025920873124,380.4925,1.0120764535437623,385.0875
Student Offer - Influencer,Influencer,Delhi,Premium Experience Seekers,805.9,1536.88,15982,533,100,6,3.3350018771117504,1.125703564727955,134.31666666666666,1.9070356123588537,256.1466666666667
Last Mile Sales - Retargeting,Retargeting,Brisbane,Families,573.03,1498.87,10048,560,79,7,5.573248407643312,1.25,81.86142857142856,2.6156920231052476,214.1242857142857
Early Bird - Influencer,Influencer,Sydney,Premium Experience Seekers,550.93,1474.25,8740,294,51,4,3.363844393592677,1.3605442176870748,137.7325,2.675929791443559,368.5625
Early Bird - Meta Ads,Meta Ads,Brisbane,Families,1342.9,1428.04,30413,823,134,8,2.7060796369973366,0.9720534629404617,167.8625,1.0634001042519918,178.505
Last Mile Sales - Influencer,Influencer,Brisbane,Music Enthusiasts,621.88,1426.59,16431,605,92,7,3.682064390481407,1.1570247933884297,88.84,2.29399562616582,203.79857142857142
Corporate Outreach - Meta Ads,Meta Ads,Mumbai,Corporate Buyers,751.35,1421.22,21514,630,129,7,2.9283257413777077,1.1111111111111112,107.33571428571429,1.89155520063885,203.03142857142856
Summer Launch - Influencer,Influencer,Melbourne,Music Enthusiasts,1126.18,1419.45,16297,540,77,6,3.3134932809719584,1.1111111111111112,187.6966666666667,1.2604113019233159,236.57500000000002
Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Premium Experience Seekers,1203.59,1412.25,25227,334,68,3,1.3239782772426367,0.8982035928143712,401.19666666666666,1.1733646839870722,470.75
Summer Launch - Email,Email,Mumbai,Families,397.78,1401.19,4875,443,73,10,9.087179487179489,2.2573363431151243,39.778,3.5225250138267388,140.119
Early Bird - Influencer,Influencer,Mumbai,Corporate Buyers,620.64,1385.93,10326,321,76,6,3.1086577571179546,1.8691588785046727,103.44,2.2330658674916215,230.98833333333334
Corporate Outreach - Influencer,Influencer,Mumbai,Corporate Buyers,651.48,1379.72,15916,569,103,4,3.5750188489570243,0.7029876977152899,162.87,2.1178240314361148,344.93
Festival Push - LinkedIn Ads,LinkedIn Ads,Mumbai,Premium Experience Seekers,961.35,1362.82,21090,332,48,3,1.5742057847321005,0.9036144578313252,320.45,1.4176106516877307,454.2733333333333
Corporate Outreach - Email,Email,Sydney,Students,106.99,1347.36,1804,170,29,8,9.42350332594235,4.705882352941177,13.37375,12.593326479110196,168.42
Summer Launch - Meta Ads,Meta Ads,Sydney,Corporate Buyers,725.27,1322.15,15914,330,59,5,2.0736458464245318,1.5151515151515151,145.054,1.8229762709060076,264.43
Summer Launch - Influencer,Influencer,Brisbane,Music Enthusiasts,794.63,1312.93,17756,620,128,6,3.491777427348502,0.967741935483871,132.43833333333333,1.6522532499402238,218.8216666666667
Summer Launch - Meta Ads,Meta Ads,Delhi,Corporate Buyers,557.13,1302.58,9761,244,40,4,2.499743878700953,1.639344262295082,139.2825,2.3380180568269524,325.645
Last Mile Sales - Influencer,Influencer,Sydney,Premium Experience Seekers,960.66,1285.45,14603,438,78,5,2.9993836882832294,1.141552511415525,192.132,1.3380904794620365,257.09000000000003
VIP Upgrade - Influencer,Influencer,Mumbai,Premium Experience Seekers,647.96,1282.75,10043,382,83,3,3.80364432938365,0.7853403141361256,215.98666666666668,1.9796746712760045,427.5833333333333
Weekend Boost - Meta Ads,Meta Ads,Brisbane,Students,909.01,1267.24,23555,532,84,7,2.2585438335809807,1.3157894736842104,129.85857142857142,1.3940880738385717,181.03428571428572
Weekend Boost - Meta Ads,Meta Ads,Melbourne,Students,1244.67,1256.95,24732,731,126,12,2.955684942584506,1.6415868673050615,103.72250000000001,1.0098660689178658,104.74583333333334
Student Offer - LinkedIn Ads,LinkedIn Ads,Sydney,Premium Experience Seekers,920.32,1253.8,18358,189,25,2,1.0295239132803138,1.0582010582010581,460.16,1.3623522253129345,626.9
Corporate Outreach - Sponsorship,Sponsorship,Bangalore,Music Enthusiasts,1156.82,1251.21,21958,227,39,2,1.0337917843155113,0.881057268722467,578.41,1.081594370775056,625.605
Festival Push - Google Search,Google Search,Delhi,Families,396.26,1243.34,8724,396,71,6,4.53920220082531,1.5151515151515151,66.04333333333334,3.1376873769747133,207.22333333333333
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Brisbane,Corporate Buyers,902.97,1191.06,15123,195,30,2,1.2894267010513787,1.0256410256410255,451.485,1.3190471444234027,595.53
Festival Push - LinkedIn Ads,LinkedIn Ads,Melbourne,Young Professionals,885.93,1155.47,16947,220,41,3,1.2981648669381012,1.3636363636363635,295.31,1.3042452563972324,385.1566666666667
Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,1583.21,1147.21,35751,529,85,3,1.479678890100976,0.5671077504725899,527.7366666666667,0.7246101275257231,382.40333333333336
Student Offer - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,1089.03,1143.97,18442,425,91,4,2.3045222860861077,0.9411764705882352,272.2575,1.0504485643187056,285.9925
Student Offer - Google Search,Google Search,Brisbane,Families,1397.11,1142.12,32556,1447,242,6,4.444649219805872,0.414651002073255,232.85166666666666,0.8174875278252964,190.35333333333332
Weekend Boost - Email,Email,Sydney,Families,397.82,1134.82,7386,714,132,9,9.66693744922827,1.2605042016806722,44.20222222222222,2.8525966517520485,126.0911111111111
Student Offer - Meta Ads,Meta Ads,Delhi,Young Professionals,977.73,1125.46,17175,515,87,6,2.9985443959243083,1.1650485436893203,162.955,1.1510948830454215,187.57666666666668
Summer Launch - Sponsorship,Sponsorship,Delhi,Students,956.08,1122.36,16554,314,69,6,1.8968225202368005,1.910828025477707,159.34666666666666,1.1739185005438875,187.05999999999997
Summer Launch - Meta Ads,Meta Ads,Bangalore,Families,2679.37,1120.38,56646,1105,199,9,1.9507114359354587,0.8144796380090499,297.7077777777778,0.41815053538705,124.48666666666668
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,749.55,1115.72,16974,210,39,3,1.2371862849063273,1.4285714285714286,249.85,1.4885197785337871,371.9066666666667
Corporate Outreach - Meta Ads,Meta Ads,Delhi,Families,894.8,1114.28,16871,439,61,6,2.6020982751467017,1.366742596810934,149.13333333333333,1.2452838623156013,185.71333333333334
Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Music Enthusiasts,1090.72,1093.85,23493,334,60,3,1.4217000808751543,0.8982035928143712,363.5733333333333,1.0028696640751062,364.6166666666666
Early Bird - Meta Ads,Meta Ads,Melbourne,Young Professionals,970.54,1084.07,19619,324,47,5,1.6514603190784443,1.5432098765432098,194.108,1.1169761163888146,216.814
Summer Launch - Influencer,Influencer,Brisbane,Students,791.12,1071.94,15175,310,61,4,2.042833607907743,1.2903225806451613,197.78,1.354965112751542,267.985
Summer Launch - LinkedIn Ads,LinkedIn Ads,Mumbai,Young Professionals,877.63,1060.95,17136,252,56,3,1.4705882352941175,1.1904761904761905,292.54333333333335,1.2088807356175155,353.65000000000003
Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,672.51,1059.25,17137,219,56,3,1.277936628348019,1.36986301369863,224.17,1.575069515694934,353.0833333333333
Festival Push - Meta Ads,Meta Ads,Melbourne,Young Professionals,798.15,1059.21,22102,717,131,6,3.2440503121889424,0.8368200836820083,133.025,1.327081375681263,176.535
VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Music Enthusiasts,916.41,1058.71,17130,233,39,5,1.3601868067717455,2.1459227467811157,183.28199999999998,1.1552798419921215,211.74200000000002
Student Offer - Influencer,Influencer,Melbourne,Corporate Buyers,457.39,1040.8,7644,240,33,3,3.139717425431711,1.25,152.46333333333334,2.2755197971096877,346.93333333333334
Early Bird - Influencer,Influencer,Bangalore,Families,766.88,1039.02,19542,610,102,5,3.1214819363422373,0.819672131147541,153.376,1.3548664719382433,207.804
Summer Launch - Sponsorship,Sponsorship,Brisbane,Students,1176.42,1032.65,22298,402,71,3,1.8028522737465242,0.7462686567164178,392.14000000000004,0.8777902449805342,344.2166666666667
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Mumbai,Premium Experience Seekers,958.32,995.6,9912,154,19,2,1.5536723163841808,1.2987012987012987,479.16,1.0389014108022372,497.8
Weekend Boost - Meta Ads,Meta Ads,Sydney,Corporate Buyers,874.13,979.47,15145,427,51,5,2.819412347309343,1.1709601873536302,174.826,1.1205083912003935,195.894
Festival Push - Email,Email,Delhi,Families,281.16,972.98,6165,379,57,10,6.147607461476075,2.638522427440633,28.116000000000003,3.4605918338312702,97.298
Festival Push - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,1003.74,951.21,16463,417,106,6,2.5329526817712447,1.4388489208633095,167.29,0.9476657301691673,158.535
Corporate Outreach - Meta Ads,Meta Ads,Sydney,Families,1549.77,948.8699999999999,26425,569,115,5,2.153263954588458,0.8787346221441126,309.954,0.6122650457809868,189.77399999999997
Early Bird - Meta Ads,Meta Ads,Sydney,Corporate Buyers,601.56,933.28,9638,291,57,5,3.019298609670056,1.718213058419244,120.31199999999998,1.5514329410200147,186.656
Student Offer - Meta Ads,Meta Ads,Bangalore,Young Professionals,809.96,924.36,17725,432,71,6,2.4372355430183354,1.3888888888888888,134.99333333333334,1.1412415427922367,154.06
Last Mile Sales - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,943.28,922.42,13677,353,60,4,2.580975360093588,1.13314447592068,235.82,0.9778856755152234,230.605
Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,731.72,918.8,14138,508,68,6,3.5931532041307115,1.1811023622047243,121.95333333333333,1.2556715683594817,153.13333333333333
Early Bird - Influencer,Influencer,Bangalore,Young Professionals,1074.59,915.49,24866,596,117,6,2.3968471004584573,1.006711409395973,179.09833333333333,0.8519435319517212,152.58166666666668
Student Offer - Influencer,Influencer,Sydney,Students,675.35,906.3,14512,517,90,5,3.562568908489526,0.9671179883945842,135.07,1.341970829940031,181.26
Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Young Professionals,963.88,897.68,21464,195,25,3,0.9084979500559075,1.5384615384615385,321.29333333333335,0.9313192513590903,299.22666666666663
Last Mile Sales - Meta Ads,Meta Ads,Brisbane,Families,851.91,895.26,19995,474,77,5,2.3705926481620407,1.0548523206751055,170.382,1.0508856569355918,179.052
Early Bird - LinkedIn Ads,LinkedIn Ads,Delhi,Students,917.68,849.85,17576,268,28,2,1.5248065543923532,0.7462686567164178,458.84,0.9260853456542586,424.925
Festival Push - Meta Ads,Meta Ads,Delhi,Students,1019.08,848.26,23196,578,107,6,2.491808932574582,1.0380622837370241,169.84666666666666,0.832378223495702,141.37666666666667
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Mumbai,Families,915.51,834.61,20662,323,40,4,1.563256219146259,1.238390092879257,228.8775,0.9116339526602659,208.6525
Weekend Boost - Sponsorship,Sponsorship,Bangalore,Young Professionals,915.84,833.12,11183,161,24,2,1.4396852365197175,1.2422360248447204,457.92,0.9096785464709993,416.56
Weekend Boost - Meta Ads,Meta Ads,Brisbane,Families,827.11,823.25,20858,488,105,4,2.3396298782241827,0.819672131147541,206.7775,0.9953331479488823,205.8125
Summer Launch - Meta Ads,Meta Ads,Bangalore,Students,1013.84,822.39,18367,456,113,5,2.482713562367289,1.0964912280701753,202.768,0.811163497198769,164.478
Early Bird - Meta Ads,Meta Ads,Bangalore,Young Professionals,757.38,793.11,14617,254,53,4,1.7377026749675037,1.574803149606299,189.345,1.047175790224194,198.2775
Summer Launch - Meta Ads,Meta Ads,Melbourne,Students,1047.14,780.56,21552,563,121,8,2.612286562731997,1.4209591474245116,130.8925,0.7454208606299061,97.57
Summer Launch - Meta Ads,Meta Ads,Melbourne,Young Professionals,922.19,774.32,13958,270,55,5,1.934374552228113,1.8518518518518516,184.43800000000002,0.8396534336741887,154.864
Corporate Outreach - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,931.17,772.77,21445,555,90,5,2.588015854511541,0.9009009009009009,186.23399999999998,0.8298914269145269,154.554
Early Bird - Meta Ads,Meta Ads,Bangalore,Families,706.36,767.25,15256,344,57,5,2.2548505506030416,1.4534883720930232,141.272,1.0862025029729883,153.45
VIP Upgrade - Influencer,Influencer,Brisbane,Students,889.18,750.92,18045,484,68,4,2.6821834303131062,0.8264462809917356,222.295,0.8445084234913066,187.73
Early Bird - Influencer,Influencer,Mumbai,Young Professionals,887.33,748.61,19591,487,99,4,2.485835332550661,0.8213552361396305,221.8325,0.8436658289475167,187.1525
Last Mile Sales - Influencer,Influencer,Sydney,Families,899.16,744.12,17130,599,89,4,3.4967892586106246,0.667779632721202,224.79,0.8275724009075137,186.03
Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,852.65,732.83,19041,242,28,2,1.270941652224148,0.8264462809917356,426.325,0.8594734064387498,366.415
VIP Upgrade - Influencer,Influencer,Delhi,Students,838.47,732.02,13553,486,86,5,3.585921936102708,1.02880658436214,167.69400000000002,0.8730425656254844,146.404
Corporate Outreach - Sponsorship,Sponsorship,Brisbane,Students,732.35,722.74,14967,323,57,2,2.1580811117792473,0.6191950464396285,366.175,0.9868778589472247,361.37
VIP Upgrade - Meta Ads,Meta Ads,Brisbane,Families,760.42,719.53,17133,461,60,4,2.6907138271172593,0.8676789587852495,190.105,0.9462270850319561,179.8825
VIP Upgrade - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,770.82,705.77,12767,311,61,3,2.435967729302107,0.964630225080386,256.94,0.9156093510806672,235.25666666666666
Summer Launch - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,1007.84,704.46,12062,341,48,5,2.827060189023379,1.466275659824047,201.568,0.6989799968248929,140.892
Festival Push - Meta Ads,Meta Ads,Bangalore,Young Professionals,558.5,682.56,8625,231,48,3,2.6782608695652175,1.2987012987012987,186.16666666666666,1.2221307072515666,227.51999999999998
VIP Upgrade - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,1072.27,678.63,11245,321,58,3,2.8546020453534906,0.9345794392523363,357.42333333333335,0.6328909696251876,226.21
Festival Push - Influencer,Influencer,Melbourne,Music Enthusiasts,1462.08,675.66,22359,617,107,3,2.75951518404222,0.48622366288492713,487.35999999999996,0.46212245567957977,225.22
Festival Push - Influencer,Influencer,Bangalore,Music Enthusiasts,930.95,669.43,17874,483,97,4,2.7022490768714333,0.8281573498964804,232.7375,0.7190826575004027,167.3575
Student Offer - Meta Ads,Meta Ads,Brisbane,Families,1367.27,650.66,26864,752,166,5,2.799285288862418,0.6648936170212766,273.454,0.4758825981700761,130.132
Last Mile Sales - Influencer,Influencer,Brisbane,Corporate Buyers,773.11,630.94,13095,319,63,2,2.4360442917143947,0.6269592476489028,386.555,0.8161063755481109,315.47
Student Offer - Influencer,Influencer,Bangalore,Families,884.82,619.33,18389,394,97,3,2.1425852411767905,0.7614213197969544,294.94,0.6999502723717819,206.44333333333336
Last Mile Sales - Meta Ads,Meta Ads,Delhi,Premium Experience Seekers,874.18,612.3,16656,322,62,2,1.9332372718539867,0.6211180124223602,437.09,0.7004278295087968,306.15
Student Offer - LinkedIn Ads,LinkedIn Ads,Brisbane,Students,975.09,608.29,18902,289,55,2,1.5289387366416254,0.6920415224913495,487.545,0.6238295952168518,304.145
Corporate Outreach - Meta Ads,Meta Ads,Delhi,Students,888.74,602.95,18982,496,64,10,2.613001791170583,2.0161290322580645,88.874,0.6784323874248938,60.295
Early Bird - Influencer,Influencer,Melbourne,Families,813.27,587.98,17909,412,99,3,2.3005192919761015,0.7281553398058253,271.09,0.7229825273279477,195.99333333333334
Summer Launch - Influencer,Influencer,Mumbai,Corporate Buyers,575.63,568.3,11544,358,63,3,3.1011781011781014,0.8379888268156425,191.87666666666667,0.9872661258099821,189.4333333333333
VIP Upgrade - Meta Ads,Meta Ads,Mumbai,Corporate Buyers,707.03,519.73,11186,268,38,2,2.3958519578043984,0.7462686567164178,353.515,0.7350890344115526,259.865
Summer Launch - Sponsorship,Sponsorship,Bangalore,Corporate Buyers,675.3,513.07,13190,194,34,1,1.470811220621683,0.5154639175257731,675.3,0.7597660299126315,513.07
Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Students,898.25,459.4,17321,231,40,2,1.3336412447318284,0.8658008658008658,449.125,0.5114389089897021,229.7
Student Offer - Influencer,Influencer,Delhi,Families,760.88,449.44,15998,534,134,2,3.337917239654957,0.37453183520599254,380.44,0.5906844706129745,224.72
Weekend Boost - Meta Ads,Meta Ads,Delhi,Corporate Buyers,630.24,448.73,12843,270,27,3,2.102312543798178,1.1111111111111112,210.08,0.7119986037065246,149.57666666666668
Festival Push - LinkedIn Ads,LinkedIn Ads,Sydney,Families,950.28,408.24,18313,123,20,2,0.6716540162725932,1.6260162601626018,475.14,0.42959969693143074,204.12
Summer Launch - Influencer,Influencer,Mumbai,Families,1012.41,403.14,21102,633,122,2,2.9997156667614444,0.315955766192733,506.205,0.3981983583725961,201.57
Summer Launch - LinkedIn Ads,LinkedIn Ads,Bangalore,Young Professionals,703.36,399.63,7664,119,20,1,1.552713987473904,0.8403361344537815,703.36,0.5681727707006369,399.63
Early Bird - Influencer,Influencer,Delhi,Families,695.32,397.26,12993,365,44,2,2.8092049565150465,0.547945205479452,347.66,0.5713340620146119,198.63
Summer Launch - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,621.12,394.47,11757,212,27,1,1.8031810836097644,0.4716981132075472,621.12,0.6350946676970635,394.47
Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Sydney,Young Professionals,697.79,387.31,12369,171,31,1,1.3824884792626728,0.5847953216374269,697.79,0.5550523796557704,387.31
Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Students,1299.86,372.4,20607,547,111,2,2.6544378123938466,0.3656307129798903,649.93,0.2864923914883141,186.2
Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Families,626.42,366.9,13238,150,25,1,1.133101676990482,0.6666666666666667,626.42,0.5857092685418729,366.9
Summer Launch - LinkedIn Ads,LinkedIn Ads,Brisbane,Families,597.55,363.81,11814,196,28,1,1.659048586422888,0.5102040816326531,597.55,0.6088360806627061,363.81
Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,693.58,360.34,10898,142,20,1,1.3029913745641402,0.7042253521126761,693.58,0.5195363188096542,360.34
Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Students,681.43,352.79,11686,137,35,1,1.172342974499401,0.7299270072992701,681.43,0.5177200886371308,352.79
VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Brisbane,Young Professionals,778.79,327.81,9787,124,24,1,1.2669868192500255,0.8064516129032258,778.79,0.42092219982280205,327.81
Last Mile Sales - Meta Ads,Meta Ads,Mumbai,Young Professionals,590.99,312.99,9013,227,38,2,2.518584267169644,0.881057268722467,295.495,0.5296028697609096,156.495
Summer Launch - LinkedIn Ads,LinkedIn Ads,Bangalore,Music Enthusiasts,977.25,279.69,22100,338,71,1,1.5294117647058825,0.2958579881656805,977.25,0.2862010744435917,279.69
Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,822.18,276.11,14959,166,27,1,1.109699846246407,0.6024096385542169,822.18,0.3358267046145613,276.11
VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Bangalore,Families,688.48,274.28,15390,198,42,1,1.2865497076023393,0.5050505050505051,688.48,0.3983848477806181,274.28
Early Bird - Meta Ads,Meta Ads,Mumbai,Young Professionals,259.93,250.87,5073,132,27,1,2.6020106445890008,0.7575757575757576,259.93,0.9651444619705305,250.87
Early Bird - Influencer,Influencer,Melbourne,Music Enthusiasts,514.3,250.7,8446,157,31,1,1.8588681032441392,0.6369426751592357,514.3,0.48745868170328605,250.7
VIP Upgrade - Influencer,Influencer,Melbourne,Students,740.81,238.8,12141,355,79,2,2.923976608187134,0.5633802816901409,370.405,0.3223498602880631,119.4
Last Mile Sales - Influencer,Influencer,Brisbane,Young Professionals,535.4,215.79,12505,384,64,1,3.0707716913234706,0.26041666666666663,535.4,0.40304445274561074,215.79
Student Offer - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,740.62,214.67,15519,355,61,4,2.287518525678201,1.1267605633802817,185.155,0.289851745834571,53.6675
VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Students,1037.64,201.29,13583,205,38,1,1.5092394905396451,0.4878048780487805,1037.64,0.19398828109941788,201.29
Summer Launch - Meta Ads,Meta Ads,Brisbane,Students,766.48,194.3,21002,531,109,1,2.528330635177602,0.18832391713747645,766.48,0.2534965034965035,194.3
VIP Upgrade - Influencer,Influencer,Mumbai,Families,191.22,157.69,4127,163,22,1,3.949600193845408,0.6134969325153374,191.22,0.8246522330300178,157.69
Festival Push - Meta Ads,Meta Ads,Melbourne,Students,80.0,59.19,1815,65,7,1,3.581267217630854,1.5384615384615385,80.0,0.739875,59.19
Summer Launch - LinkedIn Ads,LinkedIn Ads,Brisbane,Music Enthusiasts,684.43,0.0,10519,121,22,0,1.1502994581233958,0.0,0.0,0.0,0.0
Festival Push - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,368.94,0.0,6257,103,16,0,1.6461563049384689,0.0,0.0,0.0,0.0
Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Bangalore,Corporate Buyers,466.13,0.0,5457,61,10,0,1.117830309693971,0.0,0.0,0.0,0.0
Weekend Boost - LinkedIn Ads,LinkedIn Ads,Melbourne,Premium Experience Seekers,513.18,0.0,13256,187,38,0,1.4106819553409775,0.0,0.0,0.0,0.0
Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Brisbane,Music Enthusiasts,359.08,0.0,5421,96,18,0,1.770890979524073,0.0,0.0,0.0,0.0
Summer Launch - LinkedIn Ads,LinkedIn Ads,Delhi,Premium Experience Seekers,686.14,0.0,7829,106,15,0,1.3539404777110742,0.0,0.0,0.0,0.0
